indice_tiempo,tipo_cambio_bna_vendedor,tipo_cambio_a3500,tipo_cambio_mae,volumen_mae,tipo_cambio_implicito_en_adrs,futuro_rofex_usd1m,interes_abierto_1m,futuro_rofex_usd2m,interes_abierto_2m,futuro_rofex_usd3m,interes_abierto_3m,futuro_rofex_usd4m,interes_abierto_4m,futuro_rofex_usd5m,interes_abierto_5m,futuro_rofex_usd6m,interes_abierto_6m
2014-11-03,8.49,8.507,8.508,70630.0,13.355263157894738,8.6,772078.0,8.74,728463.0,8.9,755589.0,9.09,670847.0,9.3,731366.0,9.55,260785.0
2014-11-04,8.51,8.506499999999999,8.507,53500.0,13.27284946236559,8.6,768141.0,8.72,737255.0,8.89,755255.0,9.07,669846.0,9.3,738626.0,9.55,260655.0
2014-11-05,8.51,8.5087,8.508,82200.0,12.876802096985584,8.6,768141.0,8.72,737255.0,8.88,755255.0,9.07,669846.0,9.29,738626.0,9.53,260655.0
2014-11-06,8.51,8.5087,8.508,,12.876802096985584,8.6,749285.0,8.72,740653.0,8.88,755305.0,9.07,664756.0,9.29,741451.0,9.53,260828.0
2014-11-07,8.51,8.509,8.509,179800.0,12.74054412740544,8.6,742070.0,8.73,743158.0,8.88,747305.0,9.06,654046.0,9.28,741451.0,9.54,261828.0
2014-11-08,8.51,8.509,8.509,,12.74054412740544,8.6,742070.0,8.73,743158.0,8.88,747305.0,9.06,654046.0,9.28,741451.0,9.54,261828.0
2014-11-09,8.51,8.509,8.509,,12.74054412740544,8.6,742070.0,8.73,743158.0,8.88,747305.0,9.06,654046.0,9.28,741451.0,9.54,261828.0
2014-11-10,8.51,8.5127,8.509,112800.0,12.758851035404142,8.59,719400.0,8.72,735138.0,8.88,747305.0,9.06,654046.0,9.28,741451.0,9.53,261828.0
2014-11-11,8.51,8.5122,8.509,112800.0,12.375249500998004,8.57,714837.0,8.7,740118.0,8.86,747285.0,9.05,654026.0,9.26,741451.0,9.51,261828.0
2014-11-12,8.51,8.5115,8.51,53500.0,12.300531914893618,8.55,671451.0,8.65,742918.0,8.8,745706.0,8.95,651926.0,9.15,753452.0,9.41,283613.0
2014-11-13,8.51,8.5102,8.51,95380.0,12.238219895287958,8.54,661955.0,8.64,743947.0,8.78,771931.0,8.93,643226.0,9.1,756802.0,9.36,285026.0
2014-11-14,8.51,8.5115,8.511,90700.0,12.151394422310757,8.54,660820.0,8.63,754418.0,8.77,786844.0,8.9,643224.0,9.07,780802.0,9.32,284576.0
2014-11-15,8.51,8.5115,8.511,,12.151394422310757,8.54,660820.0,8.63,754418.0,8.77,786844.0,8.9,643224.0,9.07,780802.0,9.32,284576.0
2014-11-16,8.51,8.5115,8.511,,12.151394422310757,8.54,660820.0,8.63,754418.0,8.77,786844.0,8.9,643224.0,9.07,780802.0,9.32,284576.0
2014-11-17,8.51,8.5115,8.512,67500.0,12.065637065637066,8.54,659754.0,8.62,754418.0,8.76,784999.0,8.87,635331.0,9.04,777802.0,9.28,279576.0
2014-11-18,8.51,8.513,8.512,53950.0,12.223667100130038,8.53,651765.0,8.62,777395.0,8.74,796397.0,8.86,629133.0,9.03,766481.0,9.25,278436.0
2014-11-19,8.51,8.5137,8.514,35700.0,11.836998706338939,8.54,639765.0,8.62,788335.0,8.74,800397.0,8.86,618867.0,9.02,758116.0,9.23,278986.0
2014-11-20,8.52,8.5147,8.514,61100.0,11.837906828334397,8.54,630491.0,8.63,788265.0,8.74,804087.0,8.86,613673.0,9.02,758997.0,9.23,278596.0
2014-11-21,8.52,8.5158,8.516,60200.0,11.81646763042112,8.53,630491.0,8.63,788265.0,8.74,804087.0,8.87,613673.0,9.03,758997.0,9.22,278596.0
2014-11-22,8.52,8.5158,8.516,,11.81646763042112,8.53,630491.0,8.63,788265.0,8.74,804087.0,8.87,613673.0,9.03,758997.0,9.22,278596.0
2014-11-23,8.52,8.5158,8.516,,11.81646763042112,8.53,630491.0,8.63,788265.0,8.74,804087.0,8.87,613673.0,9.03,758997.0,9.22,278596.0
2014-11-24,8.52,8.5158,8.516,,11.81646763042112,8.53,630491.0,8.63,788265.0,8.74,804087.0,8.87,613673.0,9.03,758997.0,9.22,278596.0
2014-11-25,8.52,8.5197,8.523,66500.0,11.89873417721519,8.53,627698.0,8.62,809383.0,8.74,816087.0,8.86,603744.0,9.02,751116.0,9.21,279748.0
2014-11-26,8.52,8.5232,8.522,73900.0,11.904761904761903,8.53,621598.0,8.62,802683.0,8.74,817587.0,8.87,609330.0,9.02,756099.0,9.21,280048.0
2014-11-27,8.52,8.526,8.522,73900.0,11.96660482374768,8.53,620598.0,8.63,802583.0,8.74,817685.0,8.87,609830.0,9.02,756099.0,9.21,280048.0
2014-11-28,8.53,8.5255,8.523,81550.0,11.930043722673329,8.53,620598.0,8.68,888883.0,8.82,818587.0,8.97,622970.0,9.13,751094.0,9.32,280048.0
2014-11-29,8.53,8.5255,8.523,,11.930043722673329,8.53,620598.0,8.68,888883.0,8.82,818587.0,8.97,622970.0,9.13,751094.0,9.32,280048.0
2014-11-30,8.53,8.5255,8.523,,11.930043722673329,8.53,620598.0,8.68,888883.0,8.82,818587.0,8.97,622970.0,9.13,751094.0,9.32,280048.0
2014-12-01,8.53,8.526299999999999,8.532,65500.0,11.762840837032341,8.67,885916.0,8.84,817587.0,8.99,613450.0,9.17,747166.0,9.34,280078.0,9.57,158698.0
2014-12-02,8.53,8.536200000000001,8.54,74500.0,12.017994858611825,8.68,878536.0,8.85,816978.0,9.02,613402.0,9.21,751666.0,9.39,280186.0,9.6,158818.0
2014-12-03,8.55,8.5415,8.542,119000.0,12.066792690611218,8.68,899988.0,8.86,817467.0,9.06,617452.0,9.24,744616.0,9.46,279186.0,9.69,162824.0
2014-12-04,8.55,8.5445,8.548,60000.0,11.842918985776127,8.68,903928.0,8.87,802962.0,9.06,611542.0,9.26,749044.0,9.45,283689.0,9.68,162824.0
2014-12-05,8.55,8.5522,8.55,68500.0,11.77536231884058,8.67,838427.0,8.86,800627.0,9.05,620720.0,9.23,742094.0,9.45,283737.0,9.65,163349.0
2014-12-06,8.55,8.5522,8.55,,11.77536231884058,8.67,838427.0,8.86,800627.0,9.05,620720.0,9.23,742094.0,9.45,283737.0,9.65,163349.0
2014-12-07,8.55,8.5522,8.55,,11.77536231884058,8.67,838427.0,8.86,800627.0,9.05,620720.0,9.23,742094.0,9.45,283737.0,9.65,163349.0
2014-12-08,8.56,8.5522,8.55,,11.77536231884058,8.67,838427.0,8.86,800627.0,9.05,620720.0,9.23,742094.0,9.45,283737.0,9.65,163349.0
2014-12-09,8.56,8.5555,8.55,327300.0,11.743421052631579,8.65,834507.0,8.82,803252.0,9.01,622765.0,9.2,740399.0,9.4,283695.0,9.62,164349.0
2014-12-10,8.56,8.5538,8.55,49050.0,11.073825503355705,8.64,803948.0,8.82,805243.0,9.02,648204.0,9.22,735616.0,9.42,281237.0,9.64,164349.0
2014-12-11,8.56,8.5535,8.55,35200.0,11.621799080761654,8.63,781354.0,8.82,785748.0,9.01,645154.0,9.21,732621.0,9.41,280445.0,9.64,163454.0
2014-12-12,8.56,8.5527,8.55,121000.0,11.561461794019934,8.63,767991.0,8.82,783919.0,9.02,654333.0,9.23,731816.0,9.44,278237.0,9.67,163504.0
2014-12-13,8.56,8.5527,8.55,,11.561461794019934,8.63,767991.0,8.82,783919.0,9.02,654333.0,9.23,731816.0,9.44,278237.0,9.67,163504.0
2014-12-14,8.56,8.5527,8.55,,11.561461794019934,8.63,767991.0,8.82,783919.0,9.02,654333.0,9.23,731816.0,9.44,278237.0,9.67,163504.0
2014-12-15,8.56,8.5533,8.55,80500.0,11.486962649753348,8.64,762220.0,8.86,771253.0,9.07,656334.0,9.28,718489.0,9.51,277494.0,9.72,168507.0
2014-12-16,8.56,8.5517,8.55,284800.0,11.416490486257928,8.62,778209.0,8.82,785812.0,9.02,648574.0,9.24,736867.0,9.45,299570.0,9.68,192459.0
2014-12-17,8.56,8.5517,8.551,585300.0,11.54639175257732,8.61,765820.0,8.81,782860.0,9.0,649581.0,9.22,734877.0,9.43,299570.0,9.65,192459.0
2014-12-18,8.56,8.5518,8.55,124880.0,11.37744767049291,8.6,743666.0,8.8,784888.0,8.99,647581.0,9.21,732104.0,9.43,302683.0,9.64,192424.0
2014-12-19,8.56,8.5518,8.551,74300.0,11.398963730569948,8.6,718079.0,8.79,807439.0,8.99,647415.0,9.2,737048.0,9.42,299570.0,9.63,190426.0
2014-12-20,8.56,8.5518,8.551,,11.398963730569948,8.6,718079.0,8.79,807439.0,8.99,647415.0,9.2,737048.0,9.42,299570.0,9.63,190426.0
2014-12-21,8.56,8.5518,8.551,,11.398963730569948,8.6,718079.0,8.79,807439.0,8.99,647415.0,9.2,737048.0,9.42,299570.0,9.63,190426.0
2014-12-22,8.56,8.5523,8.55,73450.0,11.399620012666245,8.59,671842.0,8.78,818339.0,8.97,645457.0,9.19,736104.0,9.4,297653.0,9.61,190512.0
2014-12-23,8.56,8.5518,8.55,154460.0,11.358024691358025,8.58,664239.0,8.78,824635.0,8.97,643451.0,9.19,735354.0,9.4,300653.0,9.61,196462.0
2014-12-24,8.56,8.554,8.551,,11.358024691358025,8.58,664239.0,8.78,824635.0,8.97,643451.0,9.19,735354.0,9.4,300653.0,9.61,196462.0
2014-12-25,8.56,8.554,8.551,,11.358024691358025,8.58,664239.0,8.78,824635.0,8.97,643451.0,9.19,735354.0,9.4,300653.0,9.61,196462.0
2014-12-26,8.56,8.554,8.551,,11.358024691358025,8.58,664239.0,8.78,824635.0,8.97,643451.0,9.19,735354.0,9.4,300653.0,9.61,196462.0
2014-12-27,8.56,8.554,8.551,,11.358024691358025,8.58,664239.0,8.78,824635.0,8.97,643451.0,9.19,735354.0,9.4,300653.0,9.61,196462.0
2014-12-28,8.56,8.554,8.551,,11.358024691358025,8.58,664239.0,8.78,824635.0,8.97,643451.0,9.19,735354.0,9.4,300653.0,9.61,196462.0
2014-12-29,8.56,8.554,8.55,52400.0,11.145320197044336,8.56,654376.0,8.74,880925.0,8.93,640501.0,9.14,736242.0,9.35,301303.0,9.57,196505.0
2014-12-30,8.56,8.552,8.55,84000.0,11.768447837150127,8.55,654376.0,8.74,921985.0,8.93,634064.0,9.14,741292.0,9.35,298153.0,9.56,190218.0
2014-12-31,8.56,8.552,8.55,,11.768447837150127,8.55,654376.0,8.74,921985.0,8.93,634064.0,9.14,741292.0,9.35,298153.0,9.56,190218.0
2015-01-01,8.56,8.552,8.55,,11.768447837150127,8.55,654376.0,8.74,921985.0,8.93,634064.0,9.14,741292.0,9.35,298153.0,9.56,190218.0
2015-01-02,8.56,8.5537,8.555,46000.0,11.978163134232497,8.72,917991.0,8.89,633172.0,9.1,737121.0,9.31,298553.0,9.52,190218.0,9.75,68431.0
2015-01-03,8.56,8.5537,8.555,,11.978163134232497,8.72,917991.0,8.89,633172.0,9.1,737121.0,9.31,298553.0,9.52,190218.0,9.75,68431.0
2015-01-04,8.56,8.5537,8.555,,11.978163134232497,8.72,917991.0,8.89,633172.0,9.1,737121.0,9.31,298553.0,9.52,190218.0,9.75,68431.0
2015-01-05,8.56,8.5573,8.561,30080.0,11.791831357048748,8.71,909021.0,8.88,641452.0,9.09,744204.0,9.29,299383.0,9.51,184842.0,9.73,67429.0
2015-01-06,8.56,8.5668,8.571,55500.0,11.923583662714098,8.71,902727.0,8.89,646422.0,9.1,742375.0,9.3,299283.0,9.51,183555.0,9.73,70830.0
2015-01-07,8.57,8.5788,8.585,74800.0,11.943189154293092,8.73,922519.0,8.91,653011.0,9.11,774784.0,9.32,300308.0,9.53,182495.0,9.77,81112.0
2015-01-08,8.59,8.59,8.592,52000.0,11.625708884688091,8.72,935484.0,8.9,665013.0,9.11,780367.0,9.32,301533.0,9.53,185552.0,9.77,82162.0
2015-01-09,8.6,8.5927,8.59,105550.0,11.642542479546885,8.68,960479.0,8.85,671193.0,9.06,778874.0,9.27,301288.0,9.48,182557.0,9.71,82162.0
2015-01-10,8.6,8.5927,8.59,,11.642542479546885,8.68,960479.0,8.85,671193.0,9.06,778874.0,9.27,301288.0,9.48,182557.0,9.71,82162.0
2015-01-11,8.6,8.5927,8.59,,11.642542479546885,8.68,960479.0,8.85,671193.0,9.06,778874.0,9.27,301288.0,9.48,182557.0,9.71,82162.0
2015-01-12,8.6,8.5933,8.591,60400.0,11.787072243346008,8.66,963429.0,8.84,670260.0,9.04,781875.0,9.24,300288.0,9.45,182557.0,9.69,82162.0
2015-01-13,8.6,8.5937,8.593,66000.0,11.893054701905347,8.65,964429.0,8.81,678260.0,9.02,799992.0,9.22,296988.0,9.43,181557.0,9.66,83162.0
2015-01-14,8.6,8.5955,8.594,59500.0,12.278558338423945,8.64,953121.0,8.79,680691.0,8.98,824092.0,9.19,301442.0,9.39,182594.0,9.61,101562.0
2015-01-15,8.6,8.5972,8.596,102000.0,12.16299019607843,8.64,984885.0,8.79,726761.0,8.98,818092.0,9.17,308442.0,9.38,180594.0,9.59,107562.0
2015-01-16,8.6,8.599,8.600999999999999,64300.0,12.263033175355451,8.65,972435.0,8.79,758321.0,8.97,832592.0,9.17,308352.0,9.38,180594.0,9.6,107562.0
2015-01-17,8.6,8.599,8.600999999999999,,12.263033175355451,8.65,972435.0,8.79,758321.0,8.97,832592.0,9.17,308352.0,9.38,180594.0,9.6,107562.0
2015-01-18,8.6,8.599,8.600999999999999,,12.263033175355451,8.65,972435.0,8.79,758321.0,8.97,832592.0,9.17,308352.0,9.38,180594.0,9.6,107562.0
2015-01-19,8.6,8.604,8.600999999999999,64300.0,12.114928909952607,8.65,972435.0,8.79,758321.0,8.97,832592.0,9.17,308352.0,9.38,180594.0,9.6,107562.0
2015-01-20,8.61,8.6082,8.611,94700.0,12.34531526222746,8.65,936032.0,8.79,765974.0,8.98,863592.0,9.17,307675.0,9.38,193594.0,9.6,109952.0
2015-01-21,8.61,8.612,8.616,72000.0,12.123893805309734,8.65,894582.0,8.79,772590.0,8.97,858262.0,9.17,311275.0,9.38,204294.0,9.6,107379.0
2015-01-22,8.62,8.6205,8.621,100600.0,12.072072072072073,8.65,858588.0,8.81,792232.0,8.98,858272.0,9.18,319275.0,9.38,204294.0,9.61,108379.0
2015-01-23,8.63,8.626,8.624,132850.0,12.305295950155763,8.66,861780.0,8.82,794232.0,9.0,869172.0,9.19,321222.0,9.4,199383.0,9.62,119389.0
2015-01-24,8.63,8.626,8.624,,12.305295950155763,8.66,861780.0,8.82,794232.0,9.0,869172.0,9.19,321222.0,9.4,199383.0,9.62,119389.0
2015-01-25,8.63,8.626,8.624,,12.305295950155763,8.66,861780.0,8.82,794232.0,9.0,869172.0,9.19,321222.0,9.4,199383.0,9.62,119389.0
2015-01-26,8.63,8.6287,8.625,68500.0,12.181818181818182,8.64,873346.0,8.8,799232.0,8.99,858179.0,9.18,321846.0,9.38,200383.0,9.61,120459.0
2015-01-27,8.63,8.6288,8.629,63500.0,12.290167865707435,8.64,881888.0,8.79,805432.0,8.97,860972.0,9.16,341909.0,9.36,204609.0,9.57,122959.0
2015-01-28,8.64,8.6313,8.631,64000.0,12.454434993924664,8.64,887024.0,8.79,814404.0,8.96,875382.0,9.15,345959.0,9.34,195709.0,9.55,122522.0
2015-01-29,8.64,8.633,8.637,73000.0,12.075242718446601,8.64,864564.0,8.79,823560.0,8.97,865382.0,9.15,346559.0,9.35,193859.0,9.56,128522.0
2015-01-30,8.65,8.6395,8.643,82600.0,12.163814180929096,8.64,864564.0,8.8,843166.0,8.99,867634.0,9.17,344192.0,9.36,193859.0,9.56,146522.0
2015-01-31,8.65,8.6395,8.643,,12.163814180929096,8.64,864564.0,8.8,843166.0,8.99,867634.0,9.17,344192.0,9.36,193859.0,9.56,146522.0
2015-02-01,8.65,8.6395,8.643,,12.163814180929096,8.64,864564.0,8.8,843166.0,8.99,867634.0,9.17,344192.0,9.36,193859.0,9.56,146522.0
2015-02-02,8.65,8.6488,8.656,89700.0,12.151748666271487,8.79,872166.0,8.98,879540.0,9.17,344192.0,9.36,193859.0,9.56,146522.0,9.8,133810.0
2015-02-03,8.66,8.6603,8.661,107250.0,12.17008797653959,8.78,856167.0,8.96,905634.0,9.15,344192.0,9.35,203859.0,9.55,149672.0,9.78,139635.0
2015-02-04,8.66,8.6623,8.66,54000.0,12.113251605370696,8.78,860102.0,8.96,906540.0,9.15,358192.0,9.34,203859.0,9.55,168672.0,9.75,139632.0
2015-02-05,8.66,8.6625,8.659,85500.0,12.042948345908298,8.77,851522.0,8.95,907911.0,9.14,349255.0,9.33,203859.0,9.54,164522.0,9.75,145810.0
2015-02-06,8.66,8.6615,8.659,70500.0,12.177985948477753,8.77,857522.0,8.96,907911.0,9.15,351146.0,9.35,212733.0,9.57,167522.0,9.76,145710.0
2015-02-07,8.66,8.6615,8.659,,12.177985948477753,8.77,857522.0,8.96,907911.0,9.15,351146.0,9.35,212733.0,9.57,167522.0,9.76,145710.0
2015-02-08,8.66,8.6615,8.659,,12.177985948477753,8.77,857522.0,8.96,907911.0,9.15,351146.0,9.35,212733.0,9.57,167522.0,9.76,145710.0
2015-02-09,8.66,8.6647,8.666,63200.0,12.151162790697676,8.75,865042.0,8.94,903911.0,9.14,347946.0,9.34,213733.0,9.56,167522.0,9.76,145710.0
2015-02-10,8.66,8.6702,8.672,117500.0,12.059317291550084,8.75,854042.0,8.94,907911.0,9.14,339946.0,9.34,213733.0,9.56,168522.0,9.78,154710.0
2015-02-11,8.675,8.6753,8.677,76700.0,12.222222222222221,8.75,848017.0,8.94,910911.0,9.14,344946.0,9.34,215733.0,9.56,171522.0,9.78,157760.0
2015-02-12,8.685,8.6788,8.681000000000001,90200.0,12.24376731301939,8.74,837030.0,8.94,901911.0,9.14,334441.0,9.34,206707.0,9.55,171522.0,9.77,167760.0
2015-02-13,8.685,8.6825,8.684,72800.0,12.197049525816649,8.74,841030.0,8.94,901911.0,9.13,334478.0,9.33,207762.0,9.56,170522.0,9.76,167760.0
2015-02-14,8.685,8.6825,8.684,,12.197049525816649,8.74,841030.0,8.94,901911.0,9.13,334478.0,9.33,207762.0,9.56,170522.0,9.76,167760.0
2015-02-15,8.685,8.6825,8.684,,12.197049525816649,8.74,841030.0,8.94,901911.0,9.13,334478.0,9.33,207762.0,9.56,170522.0,9.76,167760.0
2015-02-16,8.685,8.6825,8.684,,12.197049525816649,8.74,841030.0,8.94,901911.0,9.13,334478.0,9.33,207762.0,9.56,170522.0,9.76,167760.0
2015-02-17,8.685,8.6825,8.684,,12.197049525816649,8.74,841030.0,8.94,901911.0,9.13,334478.0,9.33,207762.0,9.56,170522.0,9.76,167760.0
2015-02-18,8.685,8.6898,8.688,90000.0,12.0,8.73,833879.0,8.92,906911.0,9.12,336491.0,9.32,213491.0,9.53,172522.0,9.74,167760.0
2015-02-19,8.695,8.6933,8.697,53700.0,12.066365007541478,8.73,828367.0,8.92,900911.0,9.11,330491.0,9.31,209991.0,9.53,175817.0,9.74,167760.0
2015-02-20,8.7,8.7008,8.703,80300.0,11.948305291392344,8.73,830913.0,8.92,909086.0,9.12,334132.0,9.31,221776.0,9.52,180432.0,9.74,166793.0
2015-02-21,8.7,8.7008,8.703,,11.948305291392344,8.73,830913.0,8.92,909086.0,9.12,334132.0,9.31,221776.0,9.52,180432.0,9.74,166793.0
2015-02-22,8.7,8.7008,8.703,,11.948305291392344,8.73,830913.0,8.92,909086.0,9.12,334132.0,9.31,221776.0,9.52,180432.0,9.74,166793.0
2015-02-23,8.705,8.7072,8.71,81000.0,11.845155308298562,8.73,804913.0,8.91,928191.0,9.1,333132.0,9.3,215776.0,9.5,193132.0,9.72,163793.0
2015-02-24,8.715,8.7153,8.718,88400.0,11.816091954022989,8.73,794663.0,8.9,923433.0,9.09,339350.0,9.28,226211.0,9.49,190282.0,9.71,163793.0
2015-02-25,8.715,8.7218,8.722,78450.0,11.610051186598419,8.73,815256.0,8.9,929469.0,9.09,345441.0,9.29,234779.0,9.49,195490.0,9.71,165043.0
2015-02-26,8.725,8.725999999999999,8.721,88500.0,11.738918655625913,8.73,782343.0,8.9,961686.0,9.1,339849.0,9.29,234889.0,9.49,195500.0,9.71,168093.0
2015-02-27,8.725,8.7243,8.725999999999999,44600.0,12.071463061323032,8.72,782343.0,8.91,1026451.0,9.1,342155.0,9.29,238851.0,9.49,199605.0,9.71,171133.0
2015-02-28,8.725,8.7243,8.725999999999999,,12.071463061323032,8.72,782343.0,8.91,1026451.0,9.1,342155.0,9.29,238851.0,9.49,199605.0,9.71,171133.0
2015-03-01,8.725,8.7243,8.725999999999999,,12.071463061323032,8.72,782343.0,8.91,1026451.0,9.1,342155.0,9.29,238851.0,9.49,199605.0,9.71,171133.0
2015-03-02,8.73,8.731,8.732,128600.0,11.77167219327333,8.89,1029483.0,9.07,342155.0,9.26,238851.0,9.47,201605.0,9.68,170133.0,9.89,135385.0
2015-03-03,8.735,8.736,8.738,110500.0,11.768901569186875,8.89,1030286.0,9.07,363434.0,9.26,237156.0,9.46,200740.0,9.66,172080.0,9.87,135485.0
2015-03-04,8.745,8.743,8.744,83330.0,11.943513642891336,8.89,1025351.0,9.08,377605.0,9.27,249698.0,9.47,195398.0,9.67,172736.0,9.88,135485.0
2015-03-05,8.75,8.7473,8.75,91500.0,11.902573529411764,8.9,1033286.0,9.09,387161.0,9.27,254798.0,9.48,196236.0,9.67,174949.0,9.86,139230.0
2015-03-06,8.755,8.755700000000001,8.758,108200.0,11.920827710301394,8.9,1039528.0,9.09,395405.0,9.27,270473.0,9.48,216736.0,9.67,171549.0,9.87,144585.0
2015-03-07,8.755,8.755700000000001,8.758,,11.920827710301394,8.9,1039528.0,9.09,395405.0,9.27,270473.0,9.48,216736.0,9.67,171549.0,9.87,144585.0
2015-03-08,8.755,8.755700000000001,8.758,,11.920827710301394,8.9,1039528.0,9.09,395405.0,9.27,270473.0,9.48,216736.0,9.67,171549.0,9.87,144585.0
2015-03-09,8.755,8.7612,8.763,71500.0,11.713665943600867,8.88,1034988.0,9.08,409405.0,9.26,276126.0,9.47,218736.0,9.67,173707.0,9.87,142330.0
2015-03-10,8.77,8.7682,8.77,67500.0,11.774967291757523,8.88,991888.0,9.08,435674.0,9.27,275383.0,9.47,217326.0,9.67,184227.0,9.88,142330.0
2015-03-11,8.775,8.7748,8.777,86300.0,11.961301671064206,8.89,976538.0,9.08,479143.0,9.26,337383.0,9.47,220167.0,9.68,174227.0,9.88,142230.0
2015-03-12,8.775,8.7787,8.78,96300.0,11.778438030560272,8.88,986985.0,9.07,497145.0,9.25,350160.0,9.45,222167.0,9.66,173167.0,9.86,141470.0
2015-03-13,8.785,8.783,8.782,70100.0,12.013828867761452,8.88,1025185.0,9.07,499134.0,9.24,351206.0,9.45,223167.0,9.65,176187.0,9.86,141470.0
2015-03-14,8.785,8.783,8.782,,12.013828867761452,8.88,1025185.0,9.07,499134.0,9.24,351206.0,9.45,223167.0,9.65,176187.0,9.86,141470.0
2015-03-15,8.785,8.783,8.782,,12.013828867761452,8.88,1025185.0,9.07,499134.0,9.24,351206.0,9.45,223167.0,9.65,176187.0,9.86,141470.0
2015-03-16,8.785,8.7833,8.783,291000.0,12.159414396095974,8.86,1010085.0,9.05,498634.0,9.23,348234.0,9.43,228167.0,9.63,179687.0,9.84,141470.0
2015-03-17,8.785,8.7855,8.787,90500.0,11.995341614906831,8.86,1006774.0,9.04,499044.0,9.22,348224.0,9.42,229520.0,9.63,182653.0,9.83,141470.0
2015-03-18,8.785,8.7913,8.79,93500.0,12.001548586914442,8.86,1006875.0,9.04,498944.0,9.22,348224.0,9.41,231525.0,9.62,181646.0,9.83,143465.0
2015-03-19,8.795,8.7933,8.793,79200.0,11.95141065830721,8.85,1038431.0,9.03,504044.0,9.21,354916.0,9.41,236688.0,9.61,181624.0,9.82,142465.0
2015-03-20,8.795,8.7963,8.799,88000.0,11.911249513429349,8.84,1008115.0,9.02,493681.0,9.2,354901.0,9.39,235736.0,9.6,181310.0,9.79,141765.0
2015-03-21,8.795,8.7963,8.799,,11.911249513429349,8.84,1008115.0,9.02,493681.0,9.2,354901.0,9.39,235736.0,9.6,181310.0,9.79,141765.0
2015-03-22,8.795,8.7963,8.799,,11.911249513429349,8.84,1008115.0,9.02,493681.0,9.2,354901.0,9.39,235736.0,9.6,181310.0,9.79,141765.0
2015-03-23,8.8,8.7963,8.799,,11.911249513429349,8.84,1008115.0,9.02,493681.0,9.2,354901.0,9.39,235736.0,9.6,181310.0,9.79,141765.0
2015-03-24,8.8,8.7963,8.799,,11.911249513429349,8.84,1008115.0,9.02,493681.0,9.2,354901.0,9.39,235736.0,9.6,181310.0,9.79,141765.0
2015-03-25,8.8,8.8023,8.801,114500.0,12.066856909906237,8.83,1003795.0,8.99,494421.0,9.15,354901.0,9.35,243732.0,9.55,181310.0,9.73,141765.0
2015-03-26,8.81,8.804,8.805,58100.0,11.773440814594824,8.82,966095.0,8.99,510331.0,9.15,370486.0,9.34,236449.0,9.53,183447.0,9.72,141780.0
2015-03-27,8.81,8.809,8.81,112640.0,11.851063829787234,8.82,959846.0,8.99,524460.0,9.15,369663.0,9.32,233931.0,9.51,193083.0,9.69,141780.0
2015-03-28,8.81,8.809,8.81,,11.851063829787234,8.82,959846.0,8.99,524460.0,9.15,369663.0,9.32,233931.0,9.51,193083.0,9.69,141780.0
2015-03-29,8.81,8.809,8.81,,11.851063829787234,8.82,959846.0,8.99,524460.0,9.15,369663.0,9.32,233931.0,9.51,193083.0,9.69,141780.0
2015-03-30,8.815,8.8158,8.816,153000.0,11.958762886597938,8.82,921515.0,8.99,587669.0,9.15,373807.0,9.33,232996.0,9.52,192097.0,9.69,142780.0
2015-03-31,8.82,8.8197,8.822,66000.0,11.987041036717063,8.82,921515.0,9.0,638619.0,9.17,391010.0,9.36,233624.0,9.54,190097.0,9.72,149180.0
2015-04-01,8.82,8.826,8.826,213400.0,12.128392934080138,8.98,634411.0,9.14,393367.0,9.33,242644.0,9.51,188267.0,9.68,150930.0,9.88,79564.0
2015-04-02,8.83,8.826,8.826,,12.128392934080138,8.98,634411.0,9.14,393367.0,9.33,242644.0,9.51,188267.0,9.68,150930.0,9.88,79564.0
2015-04-03,8.83,8.826,8.826,,12.128392934080138,8.98,634411.0,9.14,393367.0,9.33,242644.0,9.51,188267.0,9.68,150930.0,9.88,79564.0
2015-04-04,8.83,8.826,8.826,,12.128392934080138,8.98,634411.0,9.14,393367.0,9.33,242644.0,9.51,188267.0,9.68,150930.0,9.88,79564.0
2015-04-05,8.83,8.826,8.826,,12.128392934080138,8.98,634411.0,9.14,393367.0,9.33,242644.0,9.51,188267.0,9.68,150930.0,9.88,79564.0
2015-04-06,8.835,8.8295,8.831,122020.0,12.040557667934094,8.94,626614.0,9.09,393117.0,9.28,242644.0,9.44,199267.0,9.61,151930.0,9.77,78904.0
2015-04-07,8.835,8.8343,8.835,90260.0,11.970338983050846,8.94,618934.0,9.09,417672.0,9.27,260801.0,9.43,205397.0,9.6,151930.0,9.75,82404.0
2015-04-08,8.84,8.838799999999999,8.84,106500.0,11.802575107296137,8.94,595415.0,9.09,415148.0,9.27,264223.0,9.44,212097.0,9.6,148030.0,9.76,74471.0
2015-04-09,8.84,8.8435,8.844,119510.0,11.85745140388769,8.94,572346.0,9.09,416402.0,9.27,278351.0,9.44,212222.0,9.6,149030.0,9.76,75471.0
2015-04-10,8.845,8.8482,8.849,117000.0,11.894647408666101,8.93,561359.0,9.09,417702.0,9.27,280354.0,9.44,212237.0,9.6,149665.0,9.76,76571.0
2015-04-11,8.845,8.8482,8.849,,11.894647408666101,8.93,561359.0,9.09,417702.0,9.27,280354.0,9.44,212237.0,9.6,149665.0,9.76,76571.0
