indice_tiempo,tipo_cambio_bna_vendedor,tipo_cambio_a3500,tipo_cambio_mae,volumen_mae,tipo_cambio_implicito_en_adrs,futuro_rofex_usd1m,interes_abierto_1m,futuro_rofex_usd2m,interes_abierto_2m,futuro_rofex_usd3m,interes_abierto_3m,futuro_rofex_usd4m,interes_abierto_4m,futuro_rofex_usd5m,interes_abierto_5m,futuro_rofex_usd6m,interes_abierto_6m
2016-07-24,15.1,14.9517,14.91,,15.109800065552276,15.03,570473.0,15.43,633435.0,15.76,392956.0,16.06,239481.0,16.34,170902.0,16.64,287319.0
2016-07-25,15.1,14.9267,14.945,142120.0,15.075212557226946,15.01,576313.0,15.41,657120.0,15.74,395346.0,16.05,237231.0,16.33,166402.0,16.61,286899.0
2016-07-26,15.2,14.9583,14.95,195830.0,15.089344804765057,15.0,570856.0,15.39,688744.0,15.74,394122.0,16.04,255920.0,16.32,168954.0,16.6,281758.0
2016-07-27,15.15,14.9783,14.999,308800.0,15.188172043010752,15.0,520854.0,15.39,692282.0,15.73,406690.0,16.02,268720.0,16.3,168954.0,16.57,284284.0
2016-07-28,15.2,15.0275,15.041,202950.0,15.206359945872801,15.06,525168.0,15.42,716756.0,15.76,429688.0,16.05,286620.0,16.32,169667.0,16.59,286904.0
2016-07-29,15.2,15.0447,15.001,235990.0,15.111185983827493,15.05,525168.0,15.33,765247.0,15.66,443559.0,15.96,295864.0,16.21,190666.0,16.46,298767.0
2016-07-30,15.2,15.0447,15.001,,15.111185983827493,15.05,525168.0,15.33,765247.0,15.66,443559.0,15.96,295864.0,16.21,190666.0,16.46,298767.0
2016-07-31,15.2,15.0447,15.001,,15.111185983827493,15.05,525168.0,15.33,765247.0,15.66,443559.0,15.96,295864.0,16.21,190666.0,16.46,298767.0
2016-08-01,15.2,14.9858,14.945,139360.0,15.150995195607413,15.21,754146.0,15.51,446740.0,15.77,291927.0,16.0,186060.0,16.21,301523.0,16.41,112581.0
2016-08-02,15.1,14.8542,14.85,185430.0,14.926931106471818,15.18,738619.0,15.48,465545.0,15.76,294997.0,16.05,186900.0,16.25,301509.0,16.45,113482.0
2016-08-03,15.05,14.8675,14.87,224970.0,14.959294436906378,15.2,717305.0,15.52,471563.0,15.79,298295.0,16.06,177640.0,16.3,294609.0,16.55,113482.0
2016-08-04,15.05,14.8812,14.85,146000.0,15.0,15.16,685882.0,15.49,461193.0,15.78,310896.0,16.05,185176.0,16.3,270971.0,16.58,138382.0
2016-08-05,15.05,14.8483,14.79,101600.0,14.879128362274429,15.05,683738.0,15.38,452228.0,15.67,312145.0,15.94,191225.0,16.18,280211.0,16.43,138459.0
2016-08-06,15.05,14.8483,14.79,,14.879128362274429,15.05,683738.0,15.38,452228.0,15.67,312145.0,15.94,191225.0,16.18,280211.0,16.43,138459.0
2016-08-07,15.05,14.8483,14.79,,14.879128362274429,15.05,683738.0,15.38,452228.0,15.67,312145.0,15.94,191225.0,16.18,280211.0,16.43,138459.0
2016-08-08,15.0,14.7908,14.67,156120.0,14.728682170542635,14.92,673294.0,15.27,448978.0,15.56,310182.0,15.85,193399.0,16.11,286427.0,16.34,138657.0
2016-08-09,15.0,14.7675,14.78,258200.0,14.835900870730073,15.01,691796.0,15.35,445657.0,15.66,314076.0,15.94,201400.0,16.2,283177.0,16.45,143057.0
2016-08-10,15.0,14.7472,14.671,191200.0,14.760458839406208,14.93,694136.0,15.27,443923.0,15.59,317875.0,15.89,201400.0,16.16,284177.0,16.4,136829.0
2016-08-11,14.9,14.6583,14.66,319560.0,14.677966101694915,14.93,666553.0,15.27,457756.0,15.59,327539.0,15.89,206758.0,16.17,282924.0,16.42,135829.0
2016-08-12,14.9,14.6525,14.67,206260.0,14.712005551700209,14.88,653520.0,15.21,478084.0,15.53,337590.0,15.85,208151.0,16.16,276946.0,16.4,122849.0
2016-08-13,14.9,14.6525,14.67,,14.712005551700209,14.88,653520.0,15.21,478084.0,15.53,337590.0,15.85,208151.0,16.16,276946.0,16.4,122849.0
2016-08-14,14.9,14.6525,14.67,,14.712005551700209,14.88,653520.0,15.21,478084.0,15.53,337590.0,15.85,208151.0,16.16,276946.0,16.4,122849.0
2016-08-15,14.9,14.6525,14.67,,14.712005551700209,14.88,653520.0,15.21,478084.0,15.53,337590.0,15.85,208151.0,16.16,276946.0,16.4,122849.0
2016-08-16,14.9,14.6702,14.67,215500.0,14.789711505039973,14.86,627159.0,15.19,452615.0,15.51,338356.0,15.81,195280.0,16.11,266786.0,16.37,116149.0
2016-08-17,14.9,14.6975,14.79,185860.0,14.791447599018577,14.95,603715.0,15.29,483298.0,15.62,338396.0,15.92,197705.0,16.2,277212.0,16.46,118872.0
2016-08-18,15.1,14.8525,14.94,289760.0,14.90088858509911,15.07,624481.0,15.4,507338.0,15.71,336889.0,16.0,202368.0,16.3,275490.0,16.56,117966.0
2016-08-19,15.1,14.9425,14.918,230360.0,15.048043925875085,15.01,639241.0,15.34,513557.0,15.66,328987.0,15.95,204561.0,16.24,281116.0,16.53,117966.0
2016-08-20,15.1,14.9425,14.918,,15.048043925875085,15.01,639241.0,15.34,513557.0,15.66,328987.0,15.95,204561.0,16.24,281116.0,16.53,117966.0
2016-08-21,15.1,14.9425,14.918,,15.048043925875085,15.01,639241.0,15.34,513557.0,15.66,328987.0,15.95,204561.0,16.24,281116.0,16.53,117966.0
2016-08-22,15.1,14.8995,14.81,205300.0,15.038864481243664,14.91,625916.0,15.24,540864.0,15.54,329803.0,15.81,203517.0,16.08,299690.0,16.38,128030.0
2016-08-23,15.0,14.8325,14.84,229980.0,15.0398406374502,14.93,610023.0,15.26,581529.0,15.57,339676.0,15.86,203587.0,16.15,295690.0,16.43,165030.0
2016-08-24,15.0,14.8747,14.856,202130.0,14.819004524886877,14.93,600796.0,15.26,567444.0,15.56,344462.0,15.84,205706.0,16.11,309166.0,16.36,151564.0
2016-08-25,15.1,14.8837,14.89,265000.0,14.988632672945762,14.96,572569.0,15.28,560722.0,15.57,344847.0,15.85,206686.0,16.12,297189.0,16.38,150837.0
2016-08-26,15.1,14.929,15.0,237070.0,15.149006622516557,15.03,569109.0,15.32,524060.0,15.61,359640.0,15.9,230264.0,16.19,298791.0,16.44,151837.0
2016-08-27,15.1,14.929,15.0,,15.149006622516557,15.03,569109.0,15.32,524060.0,15.61,359640.0,15.9,230264.0,16.19,298791.0,16.44,151837.0
2016-08-28,15.1,14.929,15.0,,15.149006622516557,15.03,569109.0,15.32,524060.0,15.61,359640.0,15.9,230264.0,16.19,298791.0,16.44,151837.0
2016-08-29,15.2,15.0608,15.1,232030.0,15.120051914341337,15.12,533399.0,15.42,519593.0,15.72,375160.0,16.02,241165.0,16.27,306566.0,16.55,157297.0
2016-08-30,15.3,15.0988,15.025,249260.0,15.019697964543663,15.05,495025.0,15.35,515559.0,15.63,398602.0,15.93,251815.0,16.23,304506.0,16.52,157197.0
2016-08-31,15.1,14.9008,14.92,320470.0,15.070564516129032,14.9,495025.0,15.25,520013.0,15.55,431326.0,15.86,256976.0,16.14,305470.0,16.45,189147.0
2016-09-01,15.1,14.8843,14.89,112200.0,14.944042132982226,15.24,537438.0,15.55,426140.0,15.84,263976.0,16.14,313590.0,16.45,180146.0,16.7,162435.0
2016-09-02,15.1,14.9,14.989,257980.0,14.959083469721767,15.26,528569.0,15.58,417384.0,15.87,264538.0,16.15,326252.0,16.46,193907.0,16.7,143835.0
2016-09-03,15.1,14.9,14.989,,14.959083469721767,15.26,528569.0,15.58,417384.0,15.87,264538.0,16.15,326252.0,16.46,193907.0,16.7,143835.0
2016-09-04,15.1,14.9,14.989,,14.959083469721767,15.26,528569.0,15.58,417384.0,15.87,264538.0,16.15,326252.0,16.46,193907.0,16.7,143835.0
2016-09-05,15.2,14.995,14.989,257980.0,14.844517184942717,15.24,486569.0,15.55,407534.0,15.84,264618.0,16.12,326252.0,16.42,193907.0,16.65,144135.0
2016-09-06,15.2,15.0067,15.02,199000.0,14.947132329381608,15.25,464666.0,15.56,397387.0,15.85,264618.0,16.11,326302.0,16.38,193713.0,16.6,133435.0
2016-09-07,15.2,15.025,15.05,157030.0,14.952076677316294,15.29,478741.0,15.59,396053.0,15.88,295640.0,16.16,319243.0,16.43,180202.0,16.62,104475.0
2016-09-08,15.2,15.0665,15.07,218300.0,15.033112582781458,15.28,489169.0,15.58,404947.0,15.87,297586.0,16.15,319858.0,16.41,182352.0,16.61,104455.0
2016-09-09,15.25,15.0577,14.98,220840.0,15.151515151515152,15.22,495768.0,15.51,415919.0,15.8,287149.0,16.09,312756.0,16.36,188367.0,16.59,94093.0
2016-09-10,15.25,15.0577,14.98,,15.151515151515152,15.22,495768.0,15.51,415919.0,15.8,287149.0,16.09,312756.0,16.36,188367.0,16.59,94093.0
2016-09-11,15.25,15.0577,14.98,,15.151515151515152,15.22,495768.0,15.51,415919.0,15.8,287149.0,16.09,312756.0,16.36,188367.0,16.59,94093.0
2016-09-12,15.15,14.9887,14.945,232820.0,15.097840755735492,15.15,494788.0,15.46,437076.0,15.75,291213.0,16.02,317086.0,16.3,188567.0,16.51,91232.0
2016-09-13,15.1,14.9125,15.0,192510.0,15.054869684499314,15.19,502491.0,15.5,439838.0,15.77,281479.0,16.08,320941.0,16.36,188472.0,16.55,90743.0
2016-09-14,15.2,15.0275,15.03,209670.0,15.146750524109015,15.23,571226.0,15.53,446487.0,15.83,278184.0,16.1,315857.0,16.39,188672.0,16.58,91743.0
2016-09-15,15.2,15.0402,15.065,149200.0,15.157276183892154,15.24,539339.0,15.54,459650.0,15.83,277106.0,16.12,323826.0,16.41,195872.0,16.61,147656.0
2016-09-16,15.25,15.0892,15.133,136500.0,15.284609978917779,15.24,530482.0,15.54,460289.0,15.85,284381.0,16.13,325199.0,16.4,202653.0,16.63,153077.0
2016-09-17,15.25,15.0892,15.133,,15.284609978917779,15.24,530482.0,15.54,460289.0,15.85,284381.0,16.13,325199.0,16.4,202653.0,16.63,153077.0
2016-09-18,15.25,15.0892,15.133,,15.284609978917779,15.24,530482.0,15.54,460289.0,15.85,284381.0,16.13,325199.0,16.4,202653.0,16.63,153077.0
2016-09-19,15.3,15.1508,15.15,124610.0,15.21058127392969,15.26,523653.0,15.56,482007.0,15.85,283898.0,16.13,325119.0,16.41,198872.0,16.63,163077.0
2016-09-20,15.35,15.1617,15.144,195100.0,15.283613445378151,15.24,522595.0,15.54,486899.0,15.82,288321.0,16.09,328835.0,16.36,194877.0,16.58,162266.0
2016-09-21,15.35,15.1365,15.14,144400.0,15.214431586113003,15.24,494483.0,15.54,509693.0,15.83,301234.0,16.09,339291.0,16.38,186127.0,16.58,165896.0
2016-09-22,15.35,15.1682,15.164,221400.0,15.184453227931488,15.23,480361.0,15.52,501749.0,15.81,313378.0,16.07,345309.0,16.34,186520.0,16.53,167561.0
2016-09-23,15.35,15.1607,15.175,214470.0,15.225998020455297,15.23,482368.0,15.52,520304.0,15.8,321437.0,16.06,345739.0,16.32,186520.0,16.52,168561.0
2016-09-24,15.35,15.1607,15.175,,15.225998020455297,15.23,482368.0,15.52,520304.0,15.8,321437.0,16.06,345739.0,16.32,186520.0,16.52,168561.0
2016-09-25,15.35,15.1607,15.175,,15.225998020455297,15.23,482368.0,15.52,520304.0,15.8,321437.0,16.06,345739.0,16.32,186520.0,16.52,168561.0
2016-09-26,15.4,15.2067,15.24,150540.0,15.302013422818792,15.27,491580.0,15.56,543260.0,15.84,328894.0,16.1,370546.0,16.36,196520.0,16.56,168561.0
2016-09-27,15.45,15.2677,15.282,145820.0,15.281010974393082,15.3,510471.0,15.6,553810.0,15.88,335437.0,16.14,376625.0,16.38,194240.0,16.57,167311.0
2016-09-28,15.5,15.305,15.39,107000.0,15.313531353135312,15.36,469880.0,15.66,541413.0,15.94,342932.0,16.2,381960.0,16.44,196247.0,16.65,174309.0
2016-09-29,15.6,15.4023,15.375,226600.0,15.270534550195567,15.37,420621.0,15.63,591283.0,15.89,352189.0,16.14,406555.0,16.4,194320.0,16.57,179327.0
2016-09-30,15.5,15.2633,15.305,328340.0,15.107682417229187,15.26,420621.0,15.5,613062.0,15.75,402121.0,16.0,410369.0,16.23,206888.0,16.4,170726.0
2016-10-01,15.5,15.2633,15.305,,15.107682417229187,15.26,420621.0,15.5,613062.0,15.75,402121.0,16.0,410369.0,16.23,206888.0,16.4,170726.0
2016-10-02,15.5,15.2633,15.305,,15.107682417229187,15.26,420621.0,15.5,613062.0,15.75,402121.0,16.0,410369.0,16.23,206888.0,16.4,170726.0
2016-10-03,15.4,15.225,15.195,209670.0,15.159832095576364,15.47,605827.0,15.73,410972.0,15.99,393939.0,16.23,217912.0,16.41,173044.0,16.64,72436.0
2016-10-04,15.4,15.18,15.17,150100.0,15.15389447236181,15.44,610676.0,15.72,405397.0,15.99,399517.0,16.24,220962.0,16.41,181074.0,16.65,79029.0
2016-10-05,15.4,15.1825,15.19,161970.0,15.123076923076923,15.46,606163.0,15.74,420282.0,16.01,346810.0,16.26,208862.0,16.44,162932.0,16.69,83129.0
2016-10-06,15.4,15.2232,15.21,277540.0,15.26117054751416,15.48,600585.0,15.77,424863.0,16.05,372639.0,16.29,214667.0,16.47,168812.0,16.73,83149.0
2016-10-07,15.4,15.2092,15.185,158000.0,15.196700507614214,15.47,606822.0,15.76,429267.0,16.02,377237.0,16.25,213267.0,16.47,174824.0,16.7,83159.0
2016-10-08,15.4,15.2092,15.185,,15.196700507614214,15.47,606822.0,15.76,429267.0,16.02,377237.0,16.25,213267.0,16.47,174824.0,16.7,83159.0
2016-10-09,15.4,15.2092,15.185,,15.196700507614214,15.47,606822.0,15.76,429267.0,16.02,377237.0,16.25,213267.0,16.47,174824.0,16.7,83159.0
2016-10-10,15.4,15.2092,15.185,,15.196700507614214,15.47,606822.0,15.76,429267.0,16.02,377237.0,16.25,213267.0,16.47,174824.0,16.7,83159.0
2016-10-11,15.4,15.1862,15.17,187600.0,15.174050632911392,15.39,599394.0,15.69,437737.0,15.97,373165.0,16.2,213497.0,16.41,174824.0,16.67,91939.0
2016-10-12,15.3,15.1522,15.07,190200.0,15.130956137582833,15.3,621812.0,15.6,396899.0,15.86,408762.0,16.12,220203.0,16.34,179050.0,16.58,91609.0
2016-10-13,15.3,15.1152,15.135,271290.0,15.195922268238292,15.3,635761.0,15.62,392614.0,15.89,415246.0,16.14,220247.0,16.39,180966.0,16.62,92640.0
2016-10-14,15.3,15.1217,15.175,230500.0,15.180265654648956,15.34,639545.0,15.64,389699.0,15.91,418499.0,16.16,222258.0,16.38,180559.0,16.6,91670.0
2016-10-15,15.3,15.1217,15.175,,15.180265654648956,15.34,639545.0,15.64,389699.0,15.91,418499.0,16.16,222258.0,16.38,180559.0,16.6,91670.0
2016-10-16,15.3,15.1217,15.175,,15.180265654648956,15.34,639545.0,15.64,389699.0,15.91,418499.0,16.16,222258.0,16.38,180559.0,16.6,91670.0
2016-10-17,15.4,15.21,15.198,264400.0,15.177728845548915,15.35,670065.0,15.65,403511.0,15.92,436679.0,16.2,201983.0,16.4,178444.0,16.64,92641.0
2016-10-18,15.4,15.2015,15.208,169500.0,15.201523325928276,15.33,693077.0,15.64,418000.0,15.92,434053.0,16.2,202010.0,16.4,187944.0,16.68,89641.0
2016-10-19,15.4,15.2065,15.195,175750.0,15.247895229186156,15.3,710082.0,15.61,447350.0,15.9,431793.0,16.19,206285.0,16.38,187900.0,16.65,89641.0
2016-10-20,15.4,15.1817,15.155,97000.0,15.122103944896681,15.26,700005.0,15.56,443174.0,15.86,439548.0,16.14,208216.0,16.33,187950.0,16.6,79651.0
2016-10-21,15.4,15.1503,15.133,139500.0,15.069576217583807,15.24,712813.0,15.54,453509.0,15.83,454306.0,16.12,212636.0,16.33,188020.0,16.59,79656.0
2016-10-22,15.4,15.1503,15.133,,15.069576217583807,15.24,712813.0,15.54,453509.0,15.83,454306.0,16.12,212636.0,16.33,188020.0,16.59,79656.0
2016-10-23,15.4,15.1503,15.133,,15.069576217583807,15.24,712813.0,15.54,453509.0,15.83,454306.0,16.12,212636.0,16.33,188020.0,16.59,79656.0
2016-10-24,15.3,15.1183,15.146,218150.0,15.164452877925363,15.22,709623.0,15.54,452612.0,15.82,452220.0,16.1,215624.0,16.31,193560.0,16.59,83231.0
2016-10-25,15.4,15.1922,15.23,199800.0,15.172855313700385,15.29,616811.0,15.59,485082.0,15.87,456977.0,16.14,221842.0,16.35,200911.0,16.64,81288.0
2016-10-26,15.4,15.2242,15.205,157830.0,15.162745729938768,15.25,585340.0,15.56,483037.0,15.84,462327.0,16.13,219841.0,16.32,201916.0,16.61,79288.0
2016-10-27,15.4,15.1797,15.174,194180.0,15.16025641025641,15.21,554223.0,15.51,464690.0,15.8,462381.0,16.07,218856.0,16.28,192816.0,16.57,77613.0
2016-10-28,15.4,15.1858,15.19,193200.0,15.164589325663151,15.23,536287.0,15.53,473160.0,15.81,462645.0,16.08,220271.0,16.29,195216.0,16.58,73546.0
2016-10-29,15.4,15.1858,15.19,,15.164589325663151,15.23,536287.0,15.53,473160.0,15.81,462645.0,16.08,220271.0,16.29,195216.0,16.58,73546.0
2016-10-30,15.4,15.1858,15.19,,15.164589325663151,15.23,536287.0,15.53,473160.0,15.81,462645.0,16.08,220271.0,16.29,195216.0,16.58,73546.0
2016-10-31,15.4,15.1745,15.15,209900.0,15.1252408477842,15.17,536287.0,15.45,492923.0,15.74,456990.0,16.01,235386.0,16.2,196226.0,16.48,74746.0
2016-11-01,15.3,15.1252,15.079,131310.0,15.058670143415906,15.38,483436.0,15.68,477019.0,15.96,236841.0,16.16,183666.0,16.43,81671.0,16.64,76357.0
2016-11-02,15.2,15.0842,15.12,218980.0,15.169862092162798,15.4,473089.0,15.7,474338.0,15.97,257391.0,16.16,163292.0,16.44,84671.0,16.67,77762.0
2016-11-03,15.3,15.125,15.1,234280.0,15.02219187435985,15.38,487406.0,15.68,468878.0,15.96,244461.0,16.16,165592.0,16.44,88296.0,16.66,79206.0
2016-11-04,15.25,15.0745,15.06,150460.0,15.176151761517616,15.33,475907.0,15.64,476486.0,15.92,237961.0,16.11,161642.0,16.4,106396.0,16.61,84206.0
2016-11-05,15.25,15.0745,15.06,,15.176151761517616,15.33,475907.0,15.64,476486.0,15.92,237961.0,16.11,161642.0,16.4,106396.0,16.61,84206.0
2016-11-06,15.25,15.0745,15.06,,15.176151761517616,15.33,475907.0,15.64,476486.0,15.92,237961.0,16.11,161642.0,16.4,106396.0,16.61,84206.0
2016-11-07,15.25,15.0367,15.05,184000.0,15.10908498860306,15.31,488291.0,15.62,480061.0,15.91,238211.0,16.1,163541.0,16.39,91896.0,16.6,85472.0
2016-11-08,15.25,15.0393,14.93,147500.0,14.888457807953444,15.26,480529.0,15.57,493164.0,15.86,234259.0,16.06,161011.0,16.32,91896.0,16.56,85530.0
2016-11-09,15.25,15.02,14.92,148200.0,15.195586760280843,15.2,491893.0,15.49,485284.0,15.79,231177.0,16.0,160977.0,16.27,95898.0,16.5,92572.0
2016-11-10,15.3,15.0183,15.03,293100.0,15.420063807160581,15.34,512115.0,15.65,519404.0,15.93,227343.0,16.14,155372.0,16.43,99683.0,16.66,88382.0
2016-11-11,15.45,15.2217,15.03,293100.0,15.256045519203413,15.6,572667.0,15.94,509394.0,16.22,245701.0,16.43,150163.0,16.74,98154.0,16.95,88502.0
2016-11-12,15.45,15.2217,15.03,,15.256045519203413,15.6,572667.0,15.94,509394.0,16.22,245701.0,16.43,150163.0,16.74,98154.0,16.95,88502.0
2016-11-13,15.45,15.2217,15.03,,15.256045519203413,15.6,572667.0,15.94,509394.0,16.22,245701.0,16.43,150163.0,16.74,98154.0,16.95,88502.0
2016-11-14,15.8,15.5308,15.65,257370.0,15.693430656934307,15.89,614581.0,16.23,547387.0,16.57,249171.0,16.8,156250.0,17.12,99634.0,17.33,92211.0
2016-11-15,15.7,15.5417,15.51,218400.0,15.634837355718783,15.64,593661.0,15.99,544958.0,16.31,261130.0,16.55,161958.0,16.85,104377.0,17.13,87797.0
2016-11-16,15.7,15.55,15.5,196500.0,15.632710609799084,15.67,562199.0,16.0,572743.0,16.33,257846.0,16.54,167659.0,16.89,114437.0,17.15,87612.0
2016-11-17,15.7,15.4735,15.48,278600.0,15.559440559440558,15.6,553611.0,15.93,570045.0,16.25,269699.0,16.48,168601.0,16.81,125062.0,17.05,91801.0
2016-11-18,15.7,15.4817,15.475,250290.0,15.490472829922371,15.6,562240.0,15.93,548824.0,16.25,271258.0,16.47,171399.0,16.79,131984.0,17.04,96896.0
2016-11-19,15.7,15.4817,15.475,,15.490472829922371,15.6,562240.0,15.93,548824.0,16.25,271258.0,16.47,171399.0,16.79,131984.0,17.04,96896.0
2016-11-20,15.7,15.4817,15.475,,15.490472829922371,15.6,562240.0,15.93,548824.0,16.25,271258.0,16.47,171399.0,16.79,131984.0,17.04,96896.0
2016-11-21,15.6,15.399000000000001,15.381,273250.0,15.574614065180103,15.47,557806.0,15.8,539490.0,16.11,290199.0,16.32,173814.0,16.64,138175.0,16.9,100506.0
2016-11-22,15.6,15.406,15.45,266550.0,15.596015115080728,15.53,569334.0,15.84,505295.0,16.15,276649.0,16.35,176889.0,16.65,139187.0,16.88,96244.0
2016-11-23,15.7,15.531,15.549,306290.0,15.558235699517574,15.61,532856.0,15.92,522443.0,16.23,266198.0,16.43,182097.0,16.75,141340.0,17.0,107706.0
2016-11-24,15.7,15.53,15.549,306290.0,15.437629221226741,15.6,534194.0,15.92,520454.0,16.22,265400.0,16.44,182047.0,16.75,141390.0,17.02,108006.0
2016-11-25,15.7,15.535,15.545,319160.0,15.44092018124782,15.61,530247.0,15.94,540655.0,16.24,265757.0,16.46,193657.0,16.79,145090.0,17.05,110384.0
2016-11-26,15.7,15.535,15.545,,15.44092018124782,15.61,530247.0,15.94,540655.0,16.24,265757.0,16.46,193657.0,16.79,145090.0,17.05,110384.0
2016-11-27,15.7,15.535,15.545,,15.44092018124782,15.61,530247.0,15.94,540655.0,16.24,265757.0,16.46,193657.0,16.79,145090.0,17.05,110384.0
2016-11-28,15.7,15.535,15.545,,15.44092018124782,15.61,530247.0,15.94,540655.0,16.24,265757.0,16.46,193657.0,16.79,145090.0,17.05,110384.0
2016-11-29,15.9,15.5702,15.7,248360.0,15.657102373361672,15.73,497005.0,16.08,582363.0,16.4,276780.0,16.63,196766.0,16.93,152429.0,17.2,117884.0
2016-11-30,16.1,15.8442,15.868,387400.0,16.329532916513422,15.84,497005.0,16.18,684347.0,16.5,330498.0,16.74,225129.0,17.07,166369.0,17.33,144487.0
2016-12-01,16.05,15.874,15.84,336500.0,15.84967320261438,16.18,674334.0,16.5,369305.0,16.73,257092.0,17.07,182377.0,17.32,144409.0,17.64,98610.0
2016-12-02,16.15,15.877,15.94,130100.0,15.979576399394855,16.24,665477.0,16.56,372000.0,16.79,267099.0,17.11,186039.0,17.4,144409.0,17.69,98615.0
2016-12-03,16.15,15.877,15.94,,15.979576399394855,16.24,665477.0,16.56,372000.0,16.79,267099.0,17.11,186039.0,17.4,144409.0,17.69,98615.0
2016-12-04,16.15,15.877,15.94,,15.979576399394855,16.24,665477.0,16.56,372000.0,16.79,267099.0,17.11,186039.0,17.4,144409.0,17.69,98615.0
2016-12-05,16.1,15.9397,15.871,243730.0,16.071428571428573,16.14,667954.0,16.46,376561.0,16.68,269329.0,17.02,205241.0,17.31,139009.0,17.61,99354.0
2016-12-06,16.1,15.8683,15.92,197700.0,16.061185468451242,16.22,665257.0,16.55,382796.0,16.78,273999.0,17.11,207034.0,17.37,131509.0,17.69,102171.0
2016-12-07,16.2,15.958,15.985,268610.0,16.056118472330475,16.24,682814.0,16.57,394252.0,16.82,280396.0,17.15,210160.0,17.42,131549.0,17.75,98494.0
2016-12-08,16.2,15.958,15.985,,16.056118472330475,16.24,682814.0,16.57,394252.0,16.82,280396.0,17.15,210160.0,17.42,131549.0,17.75,98494.0
2016-12-09,16.2,15.958,15.985,,16.056118472330475,16.24,682814.0,16.57,394252.0,16.82,280396.0,17.15,210160.0,17.42,131549.0,17.75,98494.0
2016-12-10,16.2,15.958,15.985,,16.056118472330475,16.24,682814.0,16.57,394252.0,16.82,280396.0,17.15,210160.0,17.42,131549.0,17.75,98494.0
2016-12-11,16.2,15.958,15.985,,16.056118472330475,16.24,682814.0,16.57,394252.0,16.82,280396.0,17.15,210160.0,17.42,131549.0,17.75,98494.0
2016-12-12,16.3,16.0392,16.03,242700.0,16.380343587694764,16.26,660984.0,16.6,377733.0,16.85,297080.0,17.21,223666.0,17.49,132728.0,17.77,95625.0
2016-12-13,16.15,16.0183,15.966,354890.0,15.810810810810812,16.18,653380.0,16.52,382411.0,16.77,310090.0,17.12,222143.0,17.4,131878.0,17.71,93298.0
2016-12-14,16.1,15.9133,15.974,413500.0,16.131558339859044,16.16,683262.0,16.51,407172.0,16.76,324576.0,17.11,245277.0,17.39,135347.0,17.7,93298.0
2016-12-15,16.15,15.9992,15.965,286020.0,15.891934843067142,16.14,708932.0,16.5,400221.0,16.75,350454.0,17.09,297138.0,17.39,136522.0,17.67,93298.0
2016-12-16,16.1,15.9523,15.9,445500.0,16.076516076516075,16.04,688782.0,16.41,412456.0,16.67,355939.0,17.02,306289.0,17.31,149704.0,17.6,94425.0
2016-12-17,16.1,15.9523,15.9,,16.076516076516075,16.04,688782.0,16.41,412456.0,16.67,355939.0,17.02,306289.0,17.31,149704.0,17.6,94425.0
2016-12-18,16.1,15.9523,15.9,,16.076516076516075,16.04,688782.0,16.41,412456.0,16.67,355939.0,17.02,306289.0,17.31,149704.0,17.6,94425.0
2016-12-19,16.0,15.8567,15.84,196320.0,16.094875052943667,15.96,646452.0,16.32,434701.0,16.59,365225.0,16.92,307297.0,17.22,161689.0,17.54,116256.0
2016-12-20,16.05,15.8273,15.849,250000.0,15.830522765598651,15.95,599463.0,16.31,472287.0,16.55,371544.0,16.88,314522.0,17.18,159442.0,17.48,100988.0
2016-12-21,16.0,15.8648,15.79,331100.0,16.088709677419356,15.9,586890.0,16.27,474050.0,16.54,381988.0,16.88,335032.0,17.16,167115.0,17.45,106989.0
2016-12-22,15.95,15.7733,15.73,369480.0,15.982940698619009,15.85,553534.0,16.22,491289.0,16.49,383266.0,16.82,334032.0,17.1,167075.0,17.42,104989.0
2016-12-23,15.7,15.5993,15.497,550070.0,15.639810426540285,15.61,540774.0,16.01,459411.0,16.28,376783.0,16.65,340119.0,16.94,165425.0,17.23,105134.0
2016-12-24,15.7,15.5993,15.497,,15.639810426540285,15.61,540774.0,16.01,459411.0,16.28,376783.0,16.65,340119.0,16.94,165425.0,17.23,105134.0
2016-12-25,15.7,15.5993,15.497,,15.639810426540285,15.61,540774.0,16.01,459411.0,16.28,376783.0,16.65,340119.0,16.94,165425.0,17.23,105134.0
2016-12-26,15.75,15.5525,15.497,550070.0,15.65955766192733,15.6,507230.0,16.02,489869.0,16.32,378980.0,16.68,350421.0,16.99,165482.0,17.32,111184.0
2016-12-27,15.75,15.5225,15.55,589410.0,15.686274509803921,15.58,526967.0,16.0,490233.0,16.31,385491.0,16.67,356474.0,16.97,173207.0,17.29,114092.0
2016-12-28,15.95,15.5725,15.75,644160.0,15.656948125709958,15.73,529386.0,16.15,500513.0,16.44,418889.0,16.82,363122.0,17.11,176207.0,17.41,115092.0
2016-12-29,16.1,15.7333,15.928,520460.0,15.90909090909091,15.94,509667.0,16.35,506349.0,16.65,416210.0,17.0,364375.0,17.31,176119.0,17.61,115075.0
2016-12-30,16.1,15.8502,15.89,205700.0,15.90909090909091,15.85,509667.0,16.24,578289.0,16.54,438875.0,16.92,368612.0,17.23,176119.0,17.5,118072.0
2016-12-31,16.1,15.8502,15.89,,15.90909090909091,15.85,509667.0,16.24,578289.0,16.54,438875.0,16.92,368612.0,17.23,176119.0,17.5,118072.0
